K;s2
1;0.17358948
2;0.1217238
3;0.10091193
4;0.075019374
5;0.069426805
6;0.056163363
7;0.050417926
8;0.05734043
9;0.0464077
10;0.04545021
11;0.048725322
12;0.042962648
13;0.04213286
14;0.053060085
15;0.051192295
16;0.03608108
17;0.045281347
18;0.039259102
19;0.03548937
20;0.030334422
21;0.04161665
22;0.02977309
23;0.035882153
24;0.028298046
25;0.030592201
26;0.030035777
27;0.02816404
28;0.028159635
29;0.028177662
