0.001;0.01;15;114;113;0.9529675;0.99122804;0.9781781;0.981587;0.41300112;86.33924
0.002;0.01;15;108;111;0.9503546;0.9900419;0.9594967;0.9676185;0.41754237;85.70108
0.003;0.01;15;95;102;0.93478906;0.9876627;0.94386137;0.96118003;0.40944108;84.738686
0.004;0.01;15;88;99;0.93086445;0.9854651;0.9397801;0.9607399;0.41033077;84.54361
0.005;0.01;15;73;95;0.91164565;0.97742623;0.9154738;0.94293344;0.40271026;83.00379
0.006;0.01;15;55;87;0.8807743;0.9591767;0.8728215;0.90567297;0.40743247;80.517555
0.007;0.01;15;47;83;0.88906;0.94373524;0.86643195;0.8679649;0.38918665;79.12757
0.008;0.01;15;43;80;0.859788;0.93363583;0.8360412;0.82195324;0.38571045;76.74258
0.009;0.01;15;38;79;0.8294706;0.91228074;0.83769083;0.81531835;0.3504875;74.90496
0.01;0.01;15;37;78;0.85380274;0.90810806;0.8544816;0.82697713;0.32854003;75.438194
0.011;0.01;15;27;67;0.79931986;0.8414814;0.840181;0.83051956;0.31687862;72.567604
0.012;0.01;15;24;66;0.72836447;0.79545456;0.79499906;0.7361279;0.33070397;67.713
0.013;0.01;15;24;67;0.72928315;0.7916666;0.79747385;0.7377644;0.33070397;67.73784
0.014;0.01;15;24;68;0.7280053;0.78787875;0.7914591;0.7379974;0.33070397;67.52089
0.015;0.01;15;28;67;0.8027637;0.8543955;0.8417291;0.81517285;0.31983286;72.67788
0.016;0.01;15;28;66;0.8027866;0.8571428;0.83968633;0.81527764;0.31965682;72.691
0.017;0.01;15;27;62;0.8069138;0.85629624;0.83690435;0.8297435;0.32311565;73.05946
0.018;0.01;15;27;62;0.8069138;0.85629624;0.83690435;0.8297435;0.32311565;73.05946
0.019;0.01;15;27;62;0.8069138;0.85629624;0.83690435;0.8297435;0.32311565;73.05946
0.02;0.01;15;27;62;0.8069138;0.85629624;0.83690435;0.8297435;0.32311565;73.05946
0.021;0.01;15;27;62;0.8069138;0.85629624;0.83690435;0.8297435;0.32311565;73.05946
0.022;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.023;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.024;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.025;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.026;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.027;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.028;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.029;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.03;0.01;15;27;63;0.8073772;0.8533333;0.838947;0.8298631;0.32311565;73.05272
0.023;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.024;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.025;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.026;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.027;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.028;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.029;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.03;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.031;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.032;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.033;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.034;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.035;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.036;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.037;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.038;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.039;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.04;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.041;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.042;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.043;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.044;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.045;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.046;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.047;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.048;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.049;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.05;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.051;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.052;0.011;15;22;54;0.761783;0.8045455;0.8215796;0.8251561;0.31157956;70.492874
0.023;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.024;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.025;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.026;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.027;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.028;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.029;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.03;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.031;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.032;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.033;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.034;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.035;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.036;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.037;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.038;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.039;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.04;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.041;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.042;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.043;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.044;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.045;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.046;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.047;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.048;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.049;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.05;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.051;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.052;0.012;15;17;42;0.70072985;0.73725486;0.82127434;0.7844682;0.31925082;67.25956
0.023;0.013;15;13;31;0.8228853;0.6573426;0.7984565;0.7788097;0.32924134;67.73471
0.024;0.013;15;13;31;0.8228853;0.6573426;0.7984565;0.7788097;0.32924134;67.73471
0.025;0.013;15;13;31;0.8228853;0.6573426;0.7984565;0.7788097;0.32924134;67.73471
0.026;0.013;15;13;31;0.8228853;0.6573426;0.7984565;0.7788097;0.32924134;67.73471
